wallet,pm_coin,pm_direction,pm_question,pm_token_bought,pm_buy_price,pm_shares_bought,pm_dollar_spent,pm_nominal_value,pm_buy_timestamp,pm_market_end_date,pm_days_before_resolution,pm_sold_early,hl_coin,hl_side,hl_open_timestamp,hl_close_timestamp,hl_avg_entry_price,hl_exit_price,hl_total_buy_size,hl_total_notional_all_fills,hl_realized_pnl,hl_fills_count,hl_notional_usd,pm_hl_ratio,pm_size_bucket,entry_gap_days,pm_to_resolution_days
0x2b64ea69157d6c6ddfe90a906f2eb235d25b21b6,NVDA,Bullish,Will NVIDIA (NVDA) close at $190–195 in 2025?,Yes,0.09,22.22,2.0,22.22,2025-11-29 21:55:37+00:00,,31.1,No,NVDA,Short,2025-11-21 14:03:03.889000+00:00,2025-12-26T17:18:05.436000+00:00,181.2654,190.5,66.723,24185.31,-3.84,69,12092.655,0.00016538965181757024,D: $2-$24,8.328161006944445,
0x2b64ea69157d6c6ddfe90a906f2eb235d25b21b6,NVDA,Bullish,Will NVIDIA (NVDA) close at $195–200 in 2025?,Yes,0.09,22.22,2.0,22.22,2025-11-29 21:55:13+00:00,,31.1,No,NVDA,Short,2025-11-21 14:03:03.889000+00:00,2025-12-26T17:18:05.436000+00:00,181.2654,190.5,66.723,24185.31,-3.84,69,12092.655,0.00016538965181757024,D: $2-$24,8.327883229166668,
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) close above $150 end of November?,No,0.0485,103.1,5.0,103.1,2025-11-19 19:12:53+00:00,,9.1,No,NVDA,Long,2025-11-19 14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,4201.165,0.001190146066626757,D: $2-$24,0.18179587962962965,
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) close above $170 end of November?,No,0.24,20.83,5.0,20.83,2025-11-19 19:12:37+00:00,,9.1,No,NVDA,Long,2025-11-19 14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,4201.165,0.001190146066626757,D: $2-$24,0.18161069444444444,
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.08,62.5,5.0,62.5,2025-11-17 21:42:31+00:00,,2.0,No,NVDA,Long,2025-11-19 14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,4201.165,0.001190146066626757,D: $2-$24,-1.7142920833333335,
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.09,55.56,5.0,55.56,2025-11-13 13:58:08+00:00,,6.3,No,NVDA,Long,2025-11-19 14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,4201.165,0.001190146066626757,D: $2-$24,-6.036780509259259,
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1452,34.43,5.0,34.43,2025-11-11 13:23:25+00:00,,8.4,No,NVDA,Long,2025-11-19 14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,4201.165,0.001190146066626757,D: $2-$24,-8.060889305555555,
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $165 before 2026??,Yes,0.34,200.0,68.0,200.0,2025-12-17 15:41:38+00:00,,14.3,Yes,NVDA,Short,2025-11-20 08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,5475.585,0.012418764387732087,C: $25-$99,27.28796421296296,
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $165 before 2026??,Yes,0.3,100.0,30.0,100.0,2025-12-16 03:20:19+00:00,,15.9,Yes,NVDA,Short,2025-11-20 08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,5475.585,0.005478866641646509,C: $25-$99,25.77316097222222,
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $160 before 2026??,Yes,0.4,72.15,28.86,72.15,2025-12-01 09:50:58+00:00,,30.6,Yes,NVDA,Short,2025-11-20 08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,5475.585,0.005270669709263941,C: $25-$99,11.044445694444445,
0xa155ca5ecc705be8a8af4a90a26105c9ea02bf9e,AAPL,Bearish,Tim Cook out as Apple CEO in 2025?,No,0.991,11.1,11.0,11.1,2025-12-16 09:28:57+00:00,,15.1,Yes,AAPL,Long,2025-12-02 20:23:30.007000+00:00,2025-12-03T11:59:36.515000+00:00,286.27,285.57,4.727,2703.99,-2.4,26,1351.995,0.008136124763775015,D: $2-$24,13.54545130787037,
0xa155ca5ecc705be8a8af4a90a26105c9ea02bf9e,AAPL,Bearish,Will Apple acquire Perplexity in 2025?,No,0.95,5.26,5.0,5.26,2025-11-06 15:47:53+00:00,,55.3,Yes,AAPL,Long,2025-12-02 20:23:30.007000+00:00,2025-12-03T11:59:36.515000+00:00,286.27,285.57,4.727,2703.99,-2.4,26,1351.995,0.003698238528988643,D: $2-$24,-26.191400543981484,
0xbb999dd40dbd4be23a6b76ba65b94be3d817d8ac,AAPL,Bearish,Will Apple be the largest company in the world by market cap on November 30?,No,0.942,10.0,9.42,10.0,2025-11-19 20:53:09+00:00,,10.1,No,AAPL,Long,2025-11-28 14:53:12.480000+00:00,2026-05-18T15:19:24.988000+00:00,272.7635,296.19,27.23,14859.17,4.47,101,7429.585,0.0012679039273391448,D: $2-$24,-8.750040277777778,
0xbb999dd40dbd4be23a6b76ba65b94be3d817d8ac,GOOGL,Bullish,Will Google (GOOGL) close above $260 end of December?,Yes,0.996,10.0,9.96,10.0,2025-12-22 13:31:53+00:00,,9.3,No,GOOGL,Short,2025-11-24 15:52:43.751000+00:00,2026-05-13T16:14:11.195000+00:00,325.0588,399.15,18.184,11809.4,-12.33,66,5904.7,0.001686791877656782,D: $2-$24,27.902190381944443,
0xfece5d531c16508de2bd445e772e51d143c0d147,GOOGL,Bullish,Will Google (GOOGL) close above $220 end of November?,Yes,0.997,20.06,20.0,20.06,2025-11-22 09:26:05+00:00,,6.5,No,GOOGL,Short,2025-11-24 20:01:28.071000+00:00,2026-02-03T14:33:38.659000+00:00,328.8294,345.49,25.248,16552.47,-52.1,34,8276.235,0.0024165577705321318,D: $2-$24,-2.441239247685185,
0xfece5d531c16508de2bd445e772e51d143c0d147,META,Bullish,Will Meta reach $960 in November?,Yes,0.01,500.0,5.0,500.0,2025-11-09 12:56:11+00:00,2025-12-01 04:59:59.999000+00:00,21.7,No,META,Short,2025-11-21 18:30:41.845000+00:00,2025-11-24T19:08:47.273000+00:00,615.67,615.67,0.365,440.8,-8.64,2,220.4,0.022686025408348458,D: $2-$24,-12.232301446759259,21.669317118055556
0xfa4efb76f67bfe940d026adace39a8dac1df3b76,NVDA,Bearish,Will NVIDIA dip to $144 in November?,Yes,0.0391,256.0,10.0,256.0,2025-11-05 07:45:53+00:00,2025-12-01 04:59:59.999000+00:00,25.9,No,NVDA,Long,2025-11-20 12:23:02.975000+00:00,2026-06-15T12:33:35.207000+00:00,196.5237,208.26,55.429,21783.9,-2.29,31,10891.95,0.0009181092458191599,D: $2-$24,-15.192476562500001,25.884803229166664
0xfa4efb76f67bfe940d026adace39a8dac1df3b76,NVDA,Bearish,Will NVIDIA dip to $124 in November?,Yes,0.025,400.62,10.0,400.62,2025-11-05 07:45:43+00:00,2025-12-01 04:59:59.999000+00:00,25.9,No,NVDA,Long,2025-11-20 12:23:02.975000+00:00,2026-06-15T12:33:35.207000+00:00,196.5237,208.26,55.429,21783.9,-2.29,31,10891.95,0.0009181092458191599,D: $2-$24,-15.192592303240742,25.884918969907407
0xdc04703855a5fd08f577a22f987fb41e49348a9a,GOOGL,Bullish,Will Google (GOOGL) hit $290 before 2026??,Yes,0.4338,46.11,20.0,46.11,2025-12-12 15:51:12+00:00,,19.3,No,GOOGL,Short,2025-12-08 16:10:50.252000+00:00,2026-02-06T01:46:33.036000+00:00,328.9516,324.97,1349.708,890017.07,2038.97,1631,445008.535,4.4942958228879813e-05,D: $2-$24,3.9863628240740745,
0xd71a41ec000089ae99873afb4d15cc7d54dd95bc,MSFT,Bullish,Will Microsoft be the second-largest company in the world by market cap on November 30?,Yes,0.08,62.5,5.0,62.5,2025-11-16 01:32:17+00:00,,13.9,No,MSFT,Short,2025-11-20 18:09:53.297000+00:00,2025-12-03T18:11:42.147000+00:00,482.7533,482.71,118.49,113850.09,-552.84,509,56925.045,8.783480100894079e-05,D: $2-$24,-4.692781215277778,
0x2203e88248a59eec300f2bffecceabe29e0986b4,AMZN,Bearish,Will Amazon be the largest company in the world by market cap on March 31?,No,0.999,5.01,5.0,5.01,2026-03-21 19:44:33+00:00,,9.2,No,AMZN,Long,2025-11-28 16:09:20.756000+00:00,2025-12-05T16:13:44.961000+00:00,231.9543,230.07,75.5,35020.32,-4.76,99,17510.16,0.0002855485044111533,D: $2-$24,113.14944726851853,
0x2b722ee9a9932ead52af0586fdb545eb8758de68,GOOGL,Bearish,Will Google (GOOGL) hit $335 before 2026??,No,0.44,90.0,39.6,90.0,2025-12-02 09:56:36+00:00,,29.6,No,GOOGL,Long,2025-12-02 10:00:23.153000+00:00,2025-12-17T14:38:14.155000+00:00,316.78,301.56,2.841,1756.7,-43.24,7,878.35,0.045084533500313086,C: $25-$99,-0.002629085648148148,
0x57fc5d089f5aecf327b40472bcf52f52cf31928a,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.927,107.87,100.0,107.87,2025-11-19 21:03:39+00:00,,0.0,No,NVDA,Short,2025-11-13 03:09:36.544000+00:00,2026-01-08T17:30:02.905000+00:00,185.2988,184.42,1265.302,468225.81,-691.99,665,234112.905,0.0004271443302111005,B: $100-$999,6.74586175925926,
0x57fc5d089f5aecf327b40472bcf52f52cf31928a,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.9269,107.88,100.0,107.88,2025-11-19 21:03:27+00:00,,0.0,No,NVDA,Short,2025-11-13 03:09:36.544000+00:00,2026-01-08T17:30:02.905000+00:00,185.2988,184.42,1265.302,468225.81,-691.99,665,234112.905,0.0004271443302111005,B: $100-$999,6.74572287037037,
0x635cb5c09388d295ea7ca55efe8f850c88039ecf,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.966,29.77,28.76,29.77,2025-12-21 23:02:04+00:00,,9.0,Yes,NVDA,Long,2025-11-13 12:11:48.510000+00:00,2026-01-26T10:09:11.491000+00:00,186.2637,186.19,62.481,23270.45,-5.44,108,11635.225,0.002471804369919791,C: $25-$99,38.4515681712963,
0x635cb5c09388d295ea7ca55efe8f850c88039ecf,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.978,28.25,27.63,28.25,2025-12-20 19:39:49+00:00,,10.2,Yes,NVDA,Long,2025-11-13 12:11:48.510000+00:00,2026-01-26T10:09:11.491000+00:00,186.2637,186.19,62.481,23270.45,-5.44,108,11635.225,0.002374685491685807,C: $25-$99,37.31111678240741,
0x80401362dc41308f34195f85fa508695cab4f5eb,NVDA,Bearish,Will NVIDIA (NVDA) close at >$220 in 2025?,No,0.95,10.53,10.0,10.53,2025-11-30 19:18:42+00:00,,30.2,Yes,NVDA,Long,2025-11-13 07:39:13.333000+00:00,2025-11-26T14:10:55.417000+00:00,179.2271,181.22,207.9,74521.87,-0.75,37,37260.935,0.0002683775917056295,D: $2-$24,17.485748460648146,
0x929d9bc38739d587278b77eb4cd23a027de5b4de,META,Bullish,Will Meta dip to $550 in November?,No,0.98,50.0,49.0,50.0,2025-11-25 04:27:15+00:00,2025-12-01 04:59:59.999000+00:00,6.0,Yes,META,Short,2025-11-20 15:04:15.767000+00:00,2025-11-20T15:10:33.854000+00:00,599.31,599.31,9.191,11007.08,-9.44,22,5503.54,0.008903360382590115,C: $25-$99,4.557630011574074,6.022743043981482
0x238ae641390a55969271161401880bb154b06ebe,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.859,23.28,20.0,23.28,2025-12-18 09:08:08+00:00,,12.6,No,NVDA,Long,2025-11-25 18:28:55.997000+00:00,2025-11-25T18:30:43.266000+00:00,176.251,176.38,17.03,6005.31,2.21,13,3002.655,0.006660771883549725,D: $2-$24,22.610555590277777,
0x238ae641390a55969271161401880bb154b06ebe,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.863,5.79,5.0,5.79,2025-12-17 21:12:07+00:00,,13.1,No,NVDA,Long,2025-11-25 18:28:55.997000+00:00,2025-11-25T18:30:43.266000+00:00,176.251,176.38,17.03,6005.31,2.21,13,3002.655,0.0016651929708874312,D: $2-$24,22.11332179398148,
0x25484cb3130cfd833c8751266ab95d4c2993700b,TSLA,Bearish,Musk out as Tesla CEO in 2025?,No,0.989,7.08,7.0,7.08,2025-12-10 18:13:02+00:00,,20.7,No,TSLA,Long,2025-12-26 15:10:31.398000+00:00,2025-12-26T15:12:38.516000+00:00,481.32,479.85,4.343,4174.36,-6.38,4,2087.18,0.00335380752977702,D: $2-$24,-15.873256921296298,
0x392ae4c105bd1ae95ffec05eefe645be3b6e6503,GOOGL,Bearish,Sundar Pichai out as Google CEO in 2025?,No,0.9898,30.31,30.0,30.31,2025-12-11 22:56:56+00:00,,19.5,Yes,GOOGL,Long,2025-12-15 11:18:44.630000+00:00,2025-12-15T11:38:19.081000+00:00,311.334,311.62,2.705,1685.09,0.77,10,842.545,0.03560640677945985,C: $25-$99,-3.5151461805555555,
0x41eb8d19ae61af581833c9e9cbdb25785fc6c08f,NVDA,Bullish,Will NVIDIA (NVDA) close at $185–190 in 2025?,Yes,0.1,50.0,5.0,50.0,2025-12-03 03:52:01+00:00,,27.8,No,NVDA,Short,2025-12-02 14:00:53.935000+00:00,2026-01-14T14:31:28.955000+00:00,180.0069,183.29,20.508,7386.55,3.38,30,3693.275,0.0013538119961280977,D: $2-$24,0.5771651041666667,
0x4f7f36299e4ff4f54352cdd537e4f8d86cb2386c,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1398,715.33,100.0,715.33,2025-11-19 19:49:11+00:00,,0.1,No,NVDA,Long,2025-11-19 20:06:59.990000+00:00,2025-11-20T09:36:36.844000+00:00,187.4742,197.01,58.846,22424.48,360.28,34,11212.24,0.008918824427589848,B: $100-$999,-0.012372569444444445,
0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,GOOGL,Bearish,Will Google (GOOGL) hit $355 before 2026??,No,0.8384,59.64,50.0,59.64,2025-12-01 18:31:32+00:00,,30.2,No,GOOGL,Long,2025-11-24 11:36:26.130000+00:00,2025-11-24T13:47:53.506000+00:00,307.1666,310.86,100.0,61823.05,389.79,88,30911.525,0.0016175196791487964,C: $25-$99,7.2882623842592595,
0x585fdb545362bfe550300d851d049244c21fc3d6,AAPL,Bullish,Will Apple be the second-largest company in the world by market cap on December 31?,Yes,0.977,10.24,10.0,10.24,2025-12-23 19:52:23+00:00,,7.2,No,AAPL,Short,2025-12-23 19:45:08.064000+00:00,2025-12-23T19:45:08.064000+00:00,,272.14,,10.07,0.0,1,5.035,1.9860973187686195,D: $2-$24,0.005033981481481481,
0x5d91c94fd64a08f9b9812c22f4da940b8ceda4ee,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.9107,109.8,100.0,109.8,2025-11-19 14:55:35+00:00,,0.3,Yes,NVDA,Short,,2025-11-13T15:09:28.348000+00:00,190.2723,189.31,145.032,55177.62,-13.52,60,27588.81,0.0036246579682124745,B: $100-$999,,
0x5d91c94fd64a08f9b9812c22f4da940b8ceda4ee,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.918,108.93,100.0,108.93,2025-11-19 14:55:13+00:00,,0.3,Yes,NVDA,Short,,2025-11-13T15:09:28.348000+00:00,190.2723,189.31,145.032,55177.62,-13.52,60,27588.81,0.0036246579682124745,B: $100-$999,,
0x70770e5aa200d39bfd34b388fdd1d69a03f0a8f1,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.94,21.28,20.0,21.28,2025-11-17 10:49:31+00:00,,2.5,No,NVDA,Short,2025-11-17 07:14:34.216000+00:00,2025-12-10T11:53:11.763000+00:00,180.1144,185.6,403.868,145566.45,81.61,251,72783.225,0.00027478859311331696,D: $2-$24,0.14926833333333334,
0x99291427e58c442636d265a5d65df23b9453db68,GOOGL,Bullish,Will Google (GOOGL) hit $345 before 2026??,Yes,0.5,10.0,5.0,10.0,2025-11-26 16:42:17+00:00,,35.3,No,GOOGL,Short,2025-11-25 08:38:12.399000+00:00,2026-05-13T18:52:23.623000+00:00,324.9789,402.54,18.837,12247.42,4.17,36,6123.71,0.0008164984951932734,D: $2-$24,1.336164363425926,
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.987,1032.48,1019.06,1032.48,2026-03-21 13:00:03+00:00,,9.5,Yes,NVDA,Short,2026-03-17 17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,20023.665,0.050892781116743606,A: >=$1000,3.8097998842592595,
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.987,2307.95,2277.95,2307.95,2026-03-21 09:10:55+00:00,,9.6,Yes,NVDA,Short,2026-03-17 17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,20023.665,0.11376289006033609,A: >=$1000,3.650679513888889,
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.985,176.42,173.77,176.42,2026-03-21 06:41:53+00:00,,9.7,Yes,NVDA,Short,2026-03-17 17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,20023.665,0.008678231482598216,B: $100-$999,3.547184143518519,
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.983,230.95,227.02,230.95,2026-03-21 06:27:47+00:00,,9.7,Yes,NVDA,Short,2026-03-17 17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,20023.665,0.011337584802782108,B: $100-$999,3.537392476851852,
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.982,1751.34,1719.82,1751.34,2026-03-21 06:26:09+00:00,,9.7,Yes,NVDA,Short,2026-03-17 17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,20023.665,0.08588937140128941,A: >=$1000,3.536258217592593,
0xa8da06619f2d7211f9625b57f37016f42a4bf105,AAPL,Bullish,Will Apple be the second-largest company in the world by market cap on December 31?,Yes,0.998,100.0,99.8,100.0,2025-12-30 19:53:03+00:00,,0.2,No,AAPL,Short,2025-12-05 10:03:24.640000+00:00,2026-06-13T11:21:18.430000+00:00,286.0817,291.03,23.5,13473.99,28.14,23,6736.995,0.014813726297852381,C: $25-$99,25.409471759259258,
0xb6d3e41eb7715e1460aabbb492f7fd1285fe78b3,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on November 30?,Yes,0.999,51.05,51.0,51.05,2025-11-29 18:49:17+00:00,,0.2,No,NVDA,Short,2025-11-19 22:50:57.169000+00:00,2026-02-12T18:17:53.103000+00:00,191.428,189.0,67.97,26013.6,-9.13,51,13006.8,0.003921025924900822,C: $25-$99,9.832173969907407,
0xc4cee943e4f7140f568a38a0ebb967ba79600cc2,NVDA,Bullish,"Will NVIDIA say ""Trump"" during earnings call?",Yes,0.5143,29.17,15.0,29.17,2025-11-17 15:26:13+00:00,,2.3,No,NVDA,Short,2025-11-12 23:35:12.749000+00:00,2025-11-25T13:48:19.402000+00:00,184.2341,174.01,17.03,6226.36,-48.65,25,3113.18,0.00481822445216788,D: $2-$24,4.660419571759259,
0xc80ee9083e9272eac75c19fa494625c9efd51166,TSLA,Bearish,Will Tesla (TSLA) hit $350 before 2026??,No,0.96,1.04,1.0,1.04,2025-12-06 09:15:13+00:00,,25.6,No,TSLA,Long,2025-12-06 09:27:27.503000+00:00,2025-12-29T20:54:40.876000+00:00,459.9243,459.51,1.75,1609.01,-0.72,6,804.505,0.001243000354255101,D: $2-$24,-0.00850119212962963,
0xe091de93dd7f640c81790f401cac162c1bdf143e,XYZ100,Bearish,Will Nasdaq (NDAQ) beat quarterly earnings?,No,0.101,9.9,1.0,9.9,2025-10-19 20:31:27+00:00,,1.7,No,XYZ100,Long,2025-10-19 10:16:36.064000+00:00,2025-10-19T19:19:58.975000+00:00,24874.0,24895.0,0.402,20007.14,8.44,63,10003.57,9.99643127403517e-05,D: $2-$24,0.42697842592592594,
0xefd23d0db9ad1b53f4ba2b0f300707a9da4bd931,TSLA,Bearish,Will Tesla (TSLA) hit a 52-Week High by December 31?,No,0.61,8.2,5.0,8.2,2025-12-05 21:47:49+00:00,,25.1,No,TSLA,Long,2025-11-14 14:18:42.464000+00:00,2025-12-17T17:44:14.043000+00:00,417.3403,474.85,63.198,52700.93,-49.19,82,26350.465,0.00018974997215419158,D: $2-$24,21.311881203703706,
0xefe1be7c6d0fcfb83808382c86899ddaba2a6b60,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1332,1877.09,249.96,1877.09,2025-11-19 19:56:39+00:00,,0.1,No,NVDA,Long,2025-11-19 17:56:08.707000+00:00,2026-05-20T22:20:53.528000+00:00,193.8056,219.48,525.074,205505.07,1980.61,134,102752.535,0.0024326407129517534,B: $100-$999,0.08368394675925926,
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.07,9.99,0.7,9.99,2025-11-17 18:51:45+00:00,,2.1,Yes,NVDA,Long,2025-11-17 11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,5689.475,0.00012303419911327494,D: $2-$24,0.31684122685185184,
